"name" "lastname" "firstname" "articleNum" "birthDate" "birthMonth" "birthDay" "zodiac"
"Aaliyah" "Aaliyah" NA 0 1979-01-16 1 16 "Capricorn"
"Lafontaine, Oskar" "Lafontaine" "Oskar" 2 1943-09-16 9 16 "Virgo"
"Lafraniere, Sharon" "Lafraniere" "Sharon" 0 1955-06-15 6 15 "Gemini"
"Lagasse, Emeril" "Lagasse" "Emeril" 9 1959-10-15 10 15 "Libra"
"Lagerfeld, Karl" "Lagerfeld" "Karl" 51 1933-09-10 9 10 "Virgo"
"Lagos, Ricardo" "Lagos" "Ricardo" 1 1938-03-02 3 2 "Pisces"
"Lahoud, Emile" "Lahoud" "Emile" 2 1936-01-12 1 12 "Capricorn"
"Lahti, Christine" "Lahti" "Christine" 4 1950-04-04 4 4 "Aries"
"Lake, Anthony" "Lake" "Anthony" 5 1939-04-02 4 2 "Aries"
"Lamberth, Royce C" "Lamberth" "Royce C" 2 1943-07-16 7 16 "Cancer"
"Lamm, Richard D" "Lamm" "Richard D" 0 1935-09-12 9 12 "Virgo"
"Lamont, Ned" "Lamont" "Ned" 70 1954-01-03 1 3 "Capricorn"
"Lamoriello, Lou" "Lamoriello" "Lou" 14 1942-10-21 10 21 "Libra"
"Lamos, Mark" "Lamos" "Mark" 12 1946-03-10 3 10 "Pisces"
"Lampert, Edward S" "Lampert" "Edward S" 10 1962-07-19 7 19 "Cancer"
"Lamy, Pascal" "Lamy" "Pascal" 10 1947-04-08 4 8 "Aries"
"Lancaster, Burt" "Lancaster" "Burt" 1 1913-11-02 11 2 "Scorpio"
"Landesman, Rocco" "Landesman" "Rocco" 15 1947-07-20 7 20 "Cancer"
"Landis, Floyd" "Landis" "Floyd" 105 1975-10-14 10 14 "Libra"
"Landis, John" "Landis" "John" 5 1950-08-03 8 3 "Leo"
"Landler, Mark" "Landler" "Mark" 2 1965-10-26 10 26 "Scorpio"
"Lane, Nathan" "Lane" "Nathan" 22 1956-02-03 2 3 "Aquarius"
"Lang, K D" "Lang" "K D" 3 1961-11-02 11 2 "Scorpio"
"Lange, Jessica" "Lange" "Jessica" 15 1949-04-20 4 20 "Aries"
"Langella, Frank" "Langella" "Frank" 12 1938-01-01 1 1 "Capricorn"
"Langewiesche, William" "Langewiesche" "William" 5 1955-06-12 6 12 "Gemini"
"Langone, Kenneth G" "Langone" "Kenneth G" 6 1935-09-16 9 16 "Virgo"
"Lansbury, Angela" "Lansbury" "Angela" 12 1925-10-16 10 16 "Libra"
"Lansing, Sherry" "Lansing" "Sherry" 8 1944-07-31 7 31 "Leo"
"Lantos, Tom" "Lantos" "Tom" 4 1928-02-01 2 1 "Aquarius"
"Lapine, James" "Lapine" "James" 11 1949-01-10 1 10 "Capricorn"
"Laredo, Jaime" "Laredo" "Jaime" 16 1941-06-07 6 7 "Gemini"
"Laredo, Ruth" "Laredo" "Ruth" 1 1937-11-20 11 20 "Scorpio"
"Largent, Steve" "Largent" "Steve" 1 1954-09-28 9 28 "Libra"
"Larijani, Ali" "Larijani" "Ali" 16 1958-06-03 6 3 "Gemini"
"Larsen, Don" "Larsen" "Don" 4 1929-08-07 8 7 "Leo"
"Larson, Jonathan" "Larson" "Jonathan" 9 1960-02-04 2 4 "Aquarius"
"Lasorda, Tommy" "Lasorda" "Tommy" 1 1927-09-22 9 22 "Virgo"
"Latortue, Gerard" "Latortue" "Gerard" 0 1934-06-19 6 19 "Gemini"
"Lauder, Ronald S" "Lauder" "Ronald S" 14 1944-02-26 2 26 "Pisces"
"Lauper, Cyndi" "Lauper" "Cyndi" 8 1953-06-22 6 22 "Cancer"
"Lauren, Ralph" "Lauren" "Ralph" 26 1939-10-14 10 14 "Libra"
"Laurents, Arthur" "Laurents" "Arthur" 14 1918-07-14 7 14 "Cancer"
"Lautenberg, Frank R" "Lautenberg" "Frank R" 37 1924-01-23 1 23 "Aquarius"
"Lavagna, Roberto" "Lavagna" "Roberto" 1 1942-03-24 3 24 "Aries"
"Lavin, Linda" "Lavin" "Linda" 2 1937-10-15 10 15 "Libra"
"Laviolette, Peter" "Laviolette" "Peter" 8 1964-12-07 12 7 "Sagittarius"
"Law, Bernard F" "Law" "Bernard F" 4 1931-11-04 11 4 "Scorpio"
"Law, Jude" "Law" "Jude" 32 1972-12-29 12 29 "Capricorn"
"Lawrence, Francis L" "Lawrence" "Francis L" 0 1937-08-25 8 25 "Virgo"
"Lawrence, Jacob" "Lawrence" "Jacob" 2 1917-09-07 9 7 "Virgo"
"Lawrence, Martin" "Lawrence" "Martin" 4 1965-04-16 4 16 "Aries"
"Lay, Kenneth L" "Lay" "Kenneth L" 90 1942-04-15 4 15 "Aries"
"Layden, Scott" "Layden" "Scott" 2 1959-01-01 1 1 "Capricorn"
"Lazio, Rick A" "Lazio" "Rick A" 17 1958-03-13 3 13 "Pisces"
"Le Carre, John" "Le Carre" "John" 10 1931-10-19 10 19 "Libra"
"Le Corbusier" "Le Corbusier" NA 6 1887-10-06 10 6 "Libra"
"Le Gougne, Marie Reine" "Le Gougne" "Marie Reine" 0 1961-01-01 1 1 "Capricorn"
"Le Pen, Jean-Marie" "Le Pen" "Jean-Marie" 12 1928-06-20 6 20 "Gemini"
"LeDuff, Charlie" "LeDuff" "Charlie" 3 1966-01-01 1 1 "Capricorn"
"LeFrak, Samuel J" "LeFrak" "Samuel J" 1 1918-02-12 2 12 "Aquarius"
"LeWitt, Sol" "LeWitt" "Sol" 12 1928-09-09 9 9 "Virgo"
"Leach, Jim" "Leach" "Jim" 0 1942-10-15 10 15 "Libra"
"Leaf, Ryan" "Leaf" "Ryan" 0 1976-05-15 5 15 "Taurus"
"Leahy, Patrick J" "Leahy" "Patrick J" 43 1940-03-31 3 31 "Aries"
"Lear, Norman" "Lear" "Norman" 1 1922-07-27 7 27 "Leo"
"Leary, Denis" "Leary" "Denis" 14 1957-08-18 8 18 "Leo"
"Leavitt, Michael O" "Leavitt" "Michael O" 16 1951-02-11 2 11 "Aquarius"
"Lebow, Bennett S" "Lebow" "Bennett S" 0 1938-01-01 1 1 "Capricorn"
"Ledee, Ricky" "Ledee" "Ricky" 1 1973-11-22 11 22 "Scorpio"
"Ledger, Heath" "Ledger" "Heath" 41 1979-04-04 4 4 "Aries"
"Lee Kuan Yew" "Lee Kuan Yew" NA 4 1923-09-16 9 16 "Virgo"
"Lee Myung-bak" "Lee Myung-bak" NA 59 1941-12-19 12 19 "Sagittarius"
"Lee Teng-Hui" "Lee Teng-Hui" NA 0 1923-01-15 1 15 "Capricorn"
"Lee, Ang" "Lee" "Ang" 20 1954-10-23 10 23 "Libra"
"Lee, Bill Lann" "Lee" "Bill Lann" 0 1949-02-05 2 5 "Aquarius"
"Lee, Chang-Rae" "Lee" "Chang-Rae" 1 1965-07-29 7 29 "Leo"
"Lee, Jennifer 8" "Lee" "Jennifer 8" 2 1976-03-15 3 15 "Pisces"
"Lee, Peggy" "Lee" "Peggy" 5 1920-05-26 5 26 "Gemini"
"Lee, Robert E" "Lee" "Robert E" 2 1807-01-19 1 19 "Capricorn"
"Lee, Spike" "Lee" "Spike" 27 1957-03-20 3 20 "Pisces"
"Lee, Stan" "Lee" "Stan" 15 1922-12-28 12 28 "Capricorn"
"Lee, Wen Ho" "Lee" "Wen Ho" 4 1939-12-21 12 21 "Sagittarius"
"Leeson, Nicholas W" "Leeson" "Nicholas W" 1 1967-02-25 2 25 "Pisces"
"Leetch, Brian" "Leetch" "Brian" 10 1968-03-03 3 3 "Pisces"
"Lefkow, Joan Humphrey" "Lefkow" "Joan Humphrey" 8 1944-01-09 1 9 "Capricorn"
"Leguizamo, John" "Leguizamo" "John" 12 1964-07-22 7 22 "Cancer"
"Lehman, Tom" "Lehman" "Tom" 12 1959-03-07 3 7 "Pisces"
"Lehmann-Haupt, Christopher" "Lehmann-Haupt" "Christopher" 1 1934-01-01 1 1 "Capricorn"
"Lehrer, Jim" "Lehrer" "Jim" 6 1934-05-19 5 19 "Taurus"
"Leibovitz, Annie" "Leibovitz" "Annie" 20 1949-10-02 10 2 "Libra"
"Leichter, Franz S" "Leichter" "Franz S" 0 1930-08-19 8 19 "Leo"
"Leigh, Jennifer Jason" "Leigh" "Jennifer Jason" 9 1962-02-05 2 5 "Aquarius"
"Leigh, Mike" "Leigh" "Mike" 13 1943-02-20 2 20 "Pisces"
"Leight, Warren" "Leight" "Warren" 3 1957-01-17 1 17 "Capricorn"
"Leinart, Matt" "Leinart" "Matt" 24 1983-05-11 5 11 "Taurus"
"Leiter, Al" "Leiter" "Al" 22 1965-10-23 10 23 "Libra"
"Leithauser, Brad" "Leithauser" "Brad" 3 1953-02-27 2 27 "Pisces"
"Leko, Peter" "Leko" "Peter" 6 1979-09-08 9 8 "Virgo"
"Lemaire, Jacques" "Lemaire" "Jacques" 3 1945-09-07 9 7 "Virgo"
"Lemann, Nicholas" "Lemann" "Nicholas" 2 NA NA NA NA
"Lemieux, Claude" "Lemieux" "Claude" 1 1965-07-16 7 16 "Cancer"
"Lemieux, Mario" "Lemieux" "Mario" 7 1965-10-05 10 5 "Libra"
"Lemmon, Jack" "Lemmon" "Jack" 3 1925-02-08 2 8 "Aquarius"
"Lemper, Ute" "Lemper" "Ute" 10 1963-07-04 7 4 "Cancer"
"Lenin, Vladimir" "Lenin" "Vladimir" 2 1870-04-22 4 22 "Taurus"
"Lennon, John" "Lennon" "John" 33 1940-10-09 10 9 "Libra"
"Leno, Jay" "Leno" "Jay" 84 1950-04-28 4 28 "Taurus"
"Leonard, Elmore" "Leonard" "Elmore" 25 1925-10-11 10 11 "Libra"
"Leonard, Justin" "Leonard" "Justin" 11 1972-06-15 6 15 "Gemini"
"Leonard, Sugar Ray" "Leonard" "Sugar Ray" 3 1956-05-17 5 17 "Taurus"
"Leonhardt, David" "Leonhardt" "David" 6 1973-01-01 1 1 "Capricorn"
"Lepage, Robert" "Lepage" "Robert" 8 1957-12-12 12 12 "Sagittarius"
"Lerach, William S" "Lerach" "William S" 11 1946-03-14 3 14 "Pisces"
"Lerner, Alan Jay" "Lerner" "Alan Jay" 7 1918-08-31 8 31 "Virgo"
"Leroy, Warner" "Leroy" "Warner" 2 1935-03-03 3 3 "Pisces"
"Leslie, Lisa" "Leslie" "Lisa" 8 1972-07-07 7 7 "Cancer"
"Lessig, Lawrence" "Lessig" "Lawrence" 6 1961-06-03 6 3 "Gemini"
"Lessing, Doris" "Lessing" "Doris" 15 1919-10-22 10 22 "Libra"
"Lethem, Jonathan" "Lethem" "Jonathan" 12 1964-02-19 2 19 "Pisces"
"Letterman, David" "Letterman" "David" 74 1947-04-12 4 12 "Aries"
"Letts, Tracy" "Letts" "Tracy" 22 1965-07-04 7 4 "Cancer"
"Leung, Katrina" "Leung" "Katrina" 1 1954-01-01 1 1 "Capricorn"
"Levi, Primo" "Levi" "Primo" 3 1919-07-31 7 31 "Leo"
"Levin, Carl" "Levin" "Carl" 28 1934-06-28 6 28 "Cancer"
"Levin, Gerald M" "Levin" "Gerald M" 4 1939-05-06 5 6 "Taurus"
"Levin, Ira" "Levin" "Ira" 1 1929-08-27 8 27 "Virgo"
"Levin, Jonathan M" "Levin" "Jonathan M" 0 NA NA NA NA
"Levin, Richard C" "Levin" "Richard C" 2 1947-04-07 4 7 "Aries"
"Levine, James" "Levine" "James" 93 1943-06-23 6 23 "Cancer"
"Levine, Randy L" "Levine" "Randy L" 0 1955-02-22 2 22 "Pisces"
"Levinson, Barry" "Levinson" "Barry" 4 1942-04-06 4 6 "Aries"
"Levitt, Arthur Jr" "Levitt" "Arthur Jr" 6 1931-02-03 2 3 "Aquarius"
"Levy, Chandra Ann" "Levy" "Chandra Ann" 3 1977-04-14 4 14 "Aries"
"Levy, Clifford J" "Levy" "Clifford J" 0 1967-06-15 6 15 "Gemini"
"Levy, Harold O" "Levy" "Harold O" 4 1952-12-14 12 14 "Sagittarius"
"Levy, Leon" "Levy" "Leon" 2 1925-09-13 9 13 "Virgo"
"Lewinsky, Monica S" "Lewinsky" "Monica S" 13 1973-07-23 7 23 "Leo"
"Lewis, Anthony" "Lewis" "Anthony" 3 1927-03-27 3 27 "Aries"
"Lewis, Carl" "Lewis" "Carl" 4 1961-07-01 7 1 "Cancer"
"Lewis, Flora" "Lewis" "Flora" 0 1922-07-25 7 25 "Leo"
"Lewis, Jerry" "Lewis" "Jerry" 20 1926-03-16 3 16 "Pisces"
"Lewis, Lennox" "Lewis" "Lennox" 5 1965-09-02 9 2 "Virgo"
"Lewis, Meriwether" "Lewis" "Meriwether" 3 1774-08-18 8 18 "Leo"
"Leyland, Jim" "Leyland" "Jim" 27 1944-12-15 12 15 "Sagittarius"
"Leyritz, Jim" "Leyritz" "Jim" 2 1963-12-27 12 27 "Capricorn"
"Li Ka-Shing" "Li Ka-Shing" NA 1 1928-07-29 7 29 "Leo"
"Li Peng" "Li Peng" NA 0 1928-10-20 10 20 "Libra"
"Li, Richard" "Li" "Richard" 5 1966-11-08 11 8 "Scorpio"
"Libby, I Lewis Jr" "Libby" "I Lewis Jr" 46 1950-08-22 8 22 "Leo"
"Libeskind, Daniel" "Libeskind" "Daniel" 30 1946-05-12 5 12 "Taurus"
"Lichtblau, Eric" "Lichtblau" "Eric" 7 1965-01-01 1 1 "Capricorn"
"Lichtenstein, Harvey" "Lichtenstein" "Harvey" 2 NA NA NA NA
"Lichtenstein, Roy" "Lichtenstein" "Roy" 11 1923-10-27 10 27 "Scorpio"
"Lidle, Cory" "Lidle" "Cory" 25 1972-03-22 3 22 "Aries"
"Lieberman, Avigdor" "Lieberman" "Avigdor" 17 1958-06-05 6 5 "Gemini"
"Lieberman, Joseph I" "Lieberman" "Joseph I" 170 1942-02-24 2 24 "Pisces"
"Lifton, Robert Jay" "Lifton" "Robert Jay" 0 1926-05-16 5 16 "Taurus"
"Ligeti, Gyorgy" "Ligeti" "Gyorgy" 18 1923-05-28 5 28 "Gemini"
"Lil Wayne" "Lil Wayne" NA 22 1982-09-27 9 27 "Libra"
"Limbaugh, Rush" "Limbaugh" "Rush" 54 1951-01-12 1 12 "Capricorn"
"Lin, Maya" "Lin" "Maya" 11 1959-10-05 10 5 "Libra"
"Linares, Guillermo" "Linares" "Guillermo" 0 1951-01-01 1 1 "Capricorn"
"Lincoln, Abbey" "Lincoln" "Abbey" 3 1930-08-06 8 6 "Leo"
"Lincoln, Abraham" "Lincoln" "Abraham" 95 1809-02-12 2 12 "Aquarius"
"Lind, Michael" "Lind" "Michael" 6 1962-04-23 4 23 "Taurus"
"Lindbergh, Anne Morrow" "Lindbergh" "Anne Morrow" 2 1906-06-22 6 22 "Cancer"
"Lindbergh, Charles A" "Lindbergh" "Charles A" 6 1902-02-04 2 4 "Aquarius"
"Lindh, Anna" "Lindh" "Anna" 0 1957-06-19 6 19 "Gemini"
"Lindh, John Walker" "Lindh" "John Walker" 6 1981-02-09 2 9 "Aquarius"
"Lindros, Eric" "Lindros" "Eric" 0 1973-02-28 2 28 "Pisces"
"Lindsay, John V" "Lindsay" "John V" 13 1921-11-24 11 24 "Sagittarius"
"Lindsay-Abaire, David" "Lindsay-Abaire" "David" 13 1969-11-30 11 30 "Sagittarius"
"Lindsey, Lawrence B" "Lindsey" "Lawrence B" 0 1954-07-18 7 18 "Cancer"
"Linney, Laura" "Linney" "Laura" 20 1964-02-05 2 5 "Aquarius"
"Lipinski, Tara" "Lipinski" "Tara" 3 1982-06-10 6 10 "Gemini"
"Lippman, Jonathan" "Lippman" "Jonathan" 12 1945-05-19 5 19 "Taurus"
"Lipstadt, Deborah E" "Lipstadt" "Deborah E" 0 1947-03-18 3 18 "Pisces"
"Lipsyte, Robert" "Lipsyte" "Robert" 1 1938-01-16 1 16 "Capricorn"
"Liptak, Adam" "Liptak" "Adam" 3 1960-09-02 9 2 "Virgo"
"Lipton, Eric" "Lipton" "Eric" 2 NA NA NA NA
"Lish, Gordon" "Lish" "Gordon" 2 1934-02-11 2 11 "Aquarius"
"Liszt, Franz" "Liszt" "Franz" 3 1811-10-22 10 22 "Libra"
"Lithgow, John" "Lithgow" "John" 12 1945-10-19 10 19 "Libra"
"Litsky, Frank" "Litsky" "Frank" 4 NA NA NA NA
"Litton, Andrew" "Litton" "Andrew" 1 1959-05-16 5 16 "Taurus"
"Litvinenko, Alexander V" "Litvinenko" "Alexander V" 54 1962-08-30 8 30 "Virgo"
"Liu, John C" "Liu" "John C" 33 1967-01-08 1 8 "Capricorn"
"Livingston, Robert L" "Livingston" "Robert L" 1 1943-04-30 4 30 "Taurus"
"Livingstone, Ken" "Livingstone" "Ken" 14 1945-06-17 6 17 "Gemini"
"Livni, Tzipi" "Livni" "Tzipi" 33 1958-07-08 7 8 "Cancer"
"Lloyd Webber, Andrew" "Lloyd Webber" "Andrew" 22 1948-03-22 3 22 "Aries"
"Lloyd, Graeme" "Lloyd" "Graeme" 1 1967-04-09 4 9 "Aries"
"Loach, Ken" "Loach" "Ken" 9 1936-06-17 6 17 "Gemini"
"Lobo, Rebecca" "Lobo" "Rebecca" 0 1973-10-03 10 3 "Libra"
"Locke, Gary" "Locke" "Gary" 9 1950-01-21 1 21 "Aquarius"
"Lockhart, Joe" "Lockhart" "Joe" 1 1959-07-13 7 13 "Cancer"
"Lockhart, Keith" "Lockhart" "Keith" 1 1959-11-07 11 7 "Scorpio"
"Lockwood, Nadine" "Lockwood" "Nadine" 0 1991-01-01 1 1 "Capricorn"
"Lockyer, Bill" "Lockyer" "Bill" 8 1941-05-08 5 8 "Taurus"
"Loesser, Frank" "Loesser" "Frank" 4 1910-06-29 6 29 "Cancer"
"Lofton, Kenny" "Lofton" "Kenny" 5 1967-05-31 5 31 "Gemini"
"Lohan, Lindsay" "Lohan" "Lindsay" 39 1986-07-02 7 2 "Cancer"
"Lonergan, Kenneth" "Lonergan" "Kenneth" 5 1962-10-16 10 16 "Libra"
"Lopate, Phillip" "Lopate" "Phillip" 3 1943-01-01 1 1 "Capricorn"
"Lopez Obrador, Andres Manuel" "Lopez Obrador" "Andres Manuel" 56 1953-11-13 11 13 "Scorpio"
"Lopez, Awilda" "Lopez" "Awilda" 0 1989-02-11 2 11 "Aquarius"
"Lopez, Jennifer" "Lopez" "Jennifer" 28 1969-07-24 7 24 "Leo"
"Lorenzo, Frank" "Lorenzo" "Frank" 1 1940-05-19 5 19 "Taurus"
"Loroupe, Tegla" "Loroupe" "Tegla" 1 1973-05-09 5 9 "Taurus"
"Lortel, Lucille" "Lortel" "Lucille" 1 1900-12-16 12 16 "Sagittarius"
"Lott, Trent" "Lott" "Trent" 22 1941-10-09 10 9 "Libra"
"Louganis, Greg" "Louganis" "Greg" 2 1960-01-29 1 29 "Aquarius"
"Louima, Abner" "Louima" "Abner" 7 1966-01-01 1 1 "Capricorn"
"Louis, Joe" "Louis" "Joe" 8 1914-05-14 5 14 "Taurus"
"Loury, Glenn C" "Loury" "Glenn C" 0 1948-09-03 9 3 "Virgo"
"Lovano, Joe" "Lovano" "Joe" 12 1952-12-29 12 29 "Capricorn"
"Love, Courtney" "Love" "Courtney" 19 1964-07-09 7 9 "Cancer"
"Love, Davis III" "Love" "Davis III" 3 1964-04-13 4 13 "Aries"
"Lovett, Lyle" "Lovett" "Lyle" 2 1957-11-01 11 1 "Scorpio"
"Low, Ron" "Low" "Ron" 0 1950-06-21 6 21 "Gemini"
"Lowey, Nita M" "Lowey" "Nita M" 2 1937-07-05 7 5 "Cancer"
"Lowry, Glenn D" "Lowry" "Glenn D" 9 1954-09-28 9 28 "Libra"
"LuPone, Patti" "LuPone" "Patti" 20 1949-04-21 4 21 "Taurus"
"Lubbers, Ruud" "Lubbers" "Ruud" 5 1939-05-07 5 7 "Taurus"
"Lubovitch, Lar" "Lubovitch" "Lar" 11 1943-04-09 4 9 "Aries"
"Lucas, Craig" "Lucas" "Craig" 10 1951-04-30 4 30 "Taurus"
"Lucas, George" "Lucas" "George" 31 1944-05-14 5 14 "Taurus"
"Lucas, Ray" "Lucas" "Ray" 0 1972-08-06 8 6 "Leo"
"Ludlam, Charles" "Ludlam" "Charles" 1 1943-04-12 4 12 "Aries"
"Ludlum, Robert" "Ludlum" "Robert" 4 1927-05-25 5 25 "Gemini"
"Ludwig, Eugene A" "Ludwig" "Eugene A" 1 1946-04-11 4 11 "Aries"
"Lugar, Richard G" "Lugar" "Richard G" 10 1932-04-04 4 4 "Aries"
"Luhrmann, Baz" "Luhrmann" "Baz" 5 1962-09-17 9 17 "Virgo"
"Lukacs, John" "Lukacs" "John" 1 1924-01-31 1 31 "Aquarius"
"Lukas, D Wayne" "Lukas" "D Wayne" 12 1935-09-02 9 2 "Virgo"
"Lukashenko, Aleksandr G" "Lukashenko" "Aleksandr G" 36 1954-08-30 8 30 "Virgo"
"Lumet, Sidney" "Lumet" "Sidney" 9 1924-06-25 6 25 "Cancer"
"Lundqvist, Henrik" "Lundqvist" "Henrik" 61 1982-03-02 3 2 "Pisces"
"Lungren, Daniel E" "Lungren" "Daniel E" 0 1946-09-22 9 22 "Virgo"
"Luntz, Frank" "Luntz" "Frank" 4 1962-02-23 2 23 "Pisces"
"Lurie, Alison" "Lurie" "Alison" 2 1926-09-03 9 3 "Virgo"
"Luttwak, Edward N" "Luttwak" "Edward N" 2 1942-11-04 11 4 "Scorpio"
"Lutz, Robert A" "Lutz" "Robert A" 11 NA NA NA NA
"Luzhkov, Yuri" "Luzhkov" "Yuri" 1 1936-09-21 9 21 "Virgo"
"Lyall, Sarah" "Lyall" "Sarah" 3 NA NA NA NA
"Lynch, David" "Lynch" "David" 18 1946-01-20 1 20 "Capricorn"
"Lynch, Gerard E" "Lynch" "Gerard E" 0 1951-09-04 9 4 "Virgo"
"Lynch, Jessica" "Lynch" "Jessica" 4 1983-04-26 4 26 "Taurus"
"Lyne, Adrian" "Lyne" "Adrian" 0 1941-03-04 3 4 "Pisces"
"Lyons, Henry J" "Lyons" "Henry J" 0 1942-01-01 1 1 "Capricorn"
"la Guardia, Fiorello H" "la Guardia" "Fiorello H" 8 1882-12-11 12 11 "Sagittarius"
"la Russa, Tony" "la Russa" "Tony" 28 1944-10-04 10 4 "Libra"
"Ma Ying-jeou" "Ma Ying-jeou" NA 19 1950-07-13 7 13 "Cancer"
"Ma, Yo-Yo" "Ma" "Yo-Yo" 28 1955-10-07 10 7 "Libra"
"Maas, Peter" "Maas" "Peter" 0 1929-06-27 6 27 "Cancer"
"Maazel, Lorin" "Maazel" "Lorin" 69 1930-03-06 3 6 "Pisces"
"Mabus, Ray" "Mabus" "Ray" 1 1948-10-11 10 11 "Libra"
"MacFarquhar, Neil" "MacFarquhar" "Neil" 2 NA NA NA NA
"MacLaine, Shirley" "MacLaine" "Shirley" 5 1934-04-24 4 24 "Taurus"
"Macchiarola, Frank J" "Macchiarola" "Frank J" 0 1941-04-07 4 7 "Aries"
"Maccioni, Sirio" "Maccioni" "Sirio" 11 1932-01-01 1 1 "Capricorn"
"Mack, John J" "Mack" "John J" 41 1944-11-17 11 17 "Scorpio"
"Mack, Stan" "Mack" "Stan" 1 1936-01-01 1 1 "Capricorn"
"Mackie, Bob" "Mackie" "Bob" 1 1940-03-24 3 24 "Aries"
"Mackintosh, Cameron" "Mackintosh" "Cameron" 7 1946-10-17 10 17 "Libra"
"Macklowe, Harry" "Macklowe" "Harry" 13 1937-01-01 1 1 "Capricorn"
"Macy, William H" "Macy" "William H" 10 1949-03-13 3 13 "Pisces"
"Maddox, Tommy" "Maddox" "Tommy" 1 1971-09-02 9 2 "Virgo"
"Maddux, Greg" "Maddux" "Greg" 7 1966-04-14 4 14 "Aries"
"Madoff, Bernard L" "Madoff" "Bernard L" 240 1938-04-29 4 29 "Taurus"
"Magaziner, Ira C" "Magaziner" "Ira C" 0 1947-11-08 11 8 "Scorpio"
"Maggert, Jeff" "Maggert" "Jeff" 0 1964-02-20 2 20 "Pisces"
"Maher, Bill" "Maher" "Bill" 11 1956-01-20 1 20 "Capricorn"
"Mahler, Gustav" "Mahler" "Gustav" 30 1860-07-07 7 7 "Cancer"
"Mahony, Roger M" "Mahony" "Roger M" 10 1936-02-27 2 27 "Pisces"
"Mahuad, Jamil" "Mahuad" "Jamil" 0 1949-07-29 7 29 "Leo"
"Maier, Hermann" "Maier" "Hermann" 15 1972-12-07 12 7 "Sagittarius"
"Mailer, Norman" "Mailer" "Norman" 35 1923-01-31 1 31 "Aquarius"
"Majid, Ali Hassan al-" "Majid" "Ali Hassan al-" 11 1941-11-30 11 30 "Sagittarius"
"Majoli, Iva" "Majoli" "Iva" 0 1977-08-12 8 12 "Leo"
"Major, John" "Major" "John" 2 1943-03-29 3 29 "Aries"
"Malcolm X" "Malcolm X" NA 16 1925-05-19 5 19 "Taurus"
"Malcolm, Janet" "Malcolm" "Janet" 5 1934-01-01 1 1 "Capricorn"
"Maliki, Nuri Kamal al-" "Maliki" "Nuri Kamal al-" 412 1950-06-20 6 20 "Gemini"
"Malkovich, John" "Malkovich" "John" 14 1953-12-09 12 9 "Sagittarius"
"Malle, Louis" "Malle" "Louis" 1 1932-10-30 10 30 "Scorpio"
"Mallon, Thomas" "Mallon" "Thomas" 7 1951-11-02 11 2 "Scorpio"
"Malone, John C" "Malone" "John C" 24 1941-03-07 3 7 "Pisces"
"Malone, Karl" "Malone" "Karl" 3 1963-07-24 7 24 "Leo"
"Maloney, Carolyn B" "Maloney" "Carolyn B" 14 1946-02-19 2 19 "Pisces"
"Maloney, James H" "Maloney" "James H" 0 1948-09-17 9 17 "Virgo"
"Malvo, John Lee" "Malvo" "John Lee" 5 1985-02-18 2 18 "Aquarius"
"Mamet, David" "Mamet" "David" 45 1947-11-30 11 30 "Sagittarius"
"Manchester, William" "Manchester" "William" 0 1922-04-01 4 1 "Aries"
"Mandela, Nelson" "Mandela" "Nelson" 45 1918-07-18 7 18 "Cancer"
"Mandela, Winnie" "Mandela" "Winnie" 2 1936-09-26 9 26 "Libra"
"Mandelbaum, Michael" "Mandelbaum" "Michael" 5 1946-01-01 1 1 "Capricorn"
"Mandelson, Peter" "Mandelson" "Peter" 12 1953-10-12 10 12 "Libra"
"Manet, Edouard" "Manet" "Edouard" 9 1832-01-23 1 23 "Aquarius"
"Mangini, Eric" "Mangini" "Eric" 117 1971-01-19 1 19 "Capricorn"
"Manilow, Barry" "Manilow" "Barry" 4 1943-06-17 6 17 "Gemini"
"Mankiw, N Gregory" "Mankiw" "N Gregory" 6 1958-02-03 2 3 "Aquarius"
"Mann, Sally" "Mann" "Sally" 2 1951-01-01 1 1 "Capricorn"
"Mann, Thomas" "Mann" "Thomas" 4 1875-06-06 6 6 "Gemini"
"Manning, Eli" "Manning" "Eli" 234 1981-01-03 1 3 "Capricorn"
"Manning, Peyton" "Manning" "Peyton" 94 1976-03-24 3 24 "Aries"
"Manson, Charles" "Manson" "Charles" 7 1934-11-12 11 12 "Scorpio"
"Mantegna, Joe" "Mantegna" "Joe" 2 1947-11-13 11 13 "Scorpio"
"Mantello, Joe" "Mantello" "Joe" 17 1962-12-27 12 27 "Capricorn"
"Mantle, Mickey" "Mantle" "Mickey" 17 1931-10-20 10 20 "Libra"
"Manton, Thomas J" "Manton" "Thomas J" 3 1932-11-03 11 3 "Scorpio"
"Manuel, Jerry" "Manuel" "Jerry" 145 1953-12-23 12 23 "Capricorn"
"Mao Zedong" "Mao Zedong" NA 38 1893-12-26 12 26 "Capricorn"
"Mara, Wellington" "Mara" "Wellington" 21 1916-08-14 8 14 "Leo"
"Maradona, Diego" "Maradona" "Diego" 28 1960-10-30 10 30 "Scorpio"
"Marbury, Stephon" "Marbury" "Stephon" 203 1977-02-20 2 20 "Pisces"
"Marcos, Ferdinand E" "Marcos" "Ferdinand E" 4 1917-09-11 9 11 "Virgo"
"Marcovicci, Andrea" "Marcovicci" "Andrea" 10 1948-11-18 11 18 "Scorpio"
